feature,mean,std,variance,min,max
feat_92,0.23249906322676875,2.030420290643661,4.122606556657488,-6.754750087533394,7.23791205252543
feat_195,0.26781447240875633,2.030364321585298,4.122379278366527,-7.21161933380629,8.167417440452981
feat_220,0.220390700270365,2.0294958003484673,4.118853203632066,-7.975722823652632,7.617824402360395
feat_182,0.26344104836331306,2.0294265739737463,4.118572219150817,-7.669558005119303,8.394142405195161
feat_231,0.28956142047357364,2.028732598221471,4.11575595508644,-7.592353904144888,8.251049150422341
feat_114,0.24738675879852054,2.028478747097409,4.114726027425875,-7.613835074269103,8.756668664647714
feat_26,0.5079721483503602,2.028292065367547,4.11396870243295,-6.746012489542919,8.361522119336191
feat_23,0.37427231568708297,2.0282170836093067,4.113664538244642,-7.259912144939678,8.836651839586915
feat_224,0.25632043227948387,2.0275492804037123,4.110956084465611,-7.190366261689382,7.365833077751713
feat_85,0.25456406010908855,2.0272948597694618,4.109924448447681,-7.698146172386928,8.236937661366548
feat_162,0.23531518013430505,2.0272298535395876,4.109660879082138,-8.440925354446554,8.017579418700047
feat_122,0.3443178958968406,2.0272268215109035,4.1096485858532015,-7.439139867662582,7.365725258322685
feat_229,0.2424750105845581,2.0271845238546677,4.109477093755875,-6.822824146628174,8.027539292328754
feat_135,0.2560637120303278,2.0270641008686203,4.108988869030308,-6.830349920677949,8.177561767846523
feat_28,0.24988800201200492,2.026888024094305,4.108275062216916,-8.178860190755692,7.488868442385403
feat_149,0.23342953073512962,2.0267906980112538,4.107880533544946,-7.158394803532398,8.083297764254448
feat_186,0.2111648197080485,2.0267070495071082,4.107541464521809,-9.17834468459264,7.439643593581007
feat_262,0.26960336702379223,2.0265514035062386,4.106910591053105,-7.545449363783567,7.629879168289637
feat_247,0.49624131143010136,2.026108562569983,4.1051159073194015,-7.843313732986031,7.806261923846511
feat_51,0.2448819789476599,2.02565223504255,4.103266977332877,-7.175633642345382,7.843272789705159
feat_237,0.3358174128935094,2.025547943851776,4.102844472842158,-7.32587764841136,7.683061337148334
feat_233,0.22204662887633203,2.025458448994027,4.102481928601289,-7.977778611183039,7.492720184800456
feat_111,0.33315590751674334,2.0254091104727894,4.102282064786175,-7.262192380546612,7.4923306700292915
feat_40,0.25408798834099133,2.0252582762343567,4.101671085455758,-7.940530190526348,8.005845744978568
feat_148,0.22479316308235675,2.025030891835298,4.100750112887264,-7.83671948148171,9.645107647106917
feat_107,0.26133211047754984,2.0242401227761224,4.09754807465669,-7.064781565549983,8.187097693673046
feat_134,0.33566308619978275,2.02372006184951,4.095442888732185,-7.594064109476993,7.252943185267066
feat_29,0.2797674719791575,2.0234217936162424,4.094235754881172,-7.066547417188555,7.64747905878716
feat_172,0.48684432901218117,2.0232791970318105,4.093658709141688,-7.76657371197668,9.4375395969458
feat_245,0.28817596012700925,2.022824194533118,4.0918177219885585,-7.845940400167008,8.199655867447433
feat_0,0.5224913407703079,2.0228135922560186,4.091774829015698,-7.478952726644037,8.562854648634168
feat_265,0.2313051084107692,2.022490454480509,4.090467638464776,-7.613246251676954,7.62523195649804
feat_190,0.33504674468531376,2.0224584838199795,4.09033831877541,-7.335293518707817,10.172466407810116
feat_103,0.27262750787951434,2.0223449480386715,4.089879088857537,-9.928193631059916,7.356392315768442
feat_48,0.5021128457480172,2.0221801919561027,4.0892127287396205,-7.152825205276801,8.962975193825491
feat_11,0.28821439391815945,2.0221684624450305,4.089165290507299,-6.910529990699375,8.272270693530391
feat_2,0.2731827014018235,2.021941856272749,4.088248870147691,-7.83978609281736,8.074342927948756
feat_129,0.4904540038687816,2.0218769405615453,4.087986362774515,-7.468406096679635,9.250201355410834
feat_161,0.2552402850034411,2.021626266023085,4.086972759474441,-7.247285703615564,7.967786484436653
feat_133,0.5364424655914174,2.020863928472777,4.083891017402426,-7.42488270497463,9.773518399253357
feat_47,0.25322400927266536,2.020804312029963,4.0836500675188905,-8.02903708654588,7.702479678967567
feat_101,0.23658781585920366,2.020798406979233,4.083626201649807,-7.56671782290717,8.241685328185085
feat_228,0.26072427232481177,2.019826622243318,4.079699583922851,-6.691251505933248,8.391589948405679
feat_178,0.26730972786038676,2.019494197474312,4.078356813632415,-8.867670914136475,9.53840503395977
feat_240,0.2559164561415435,2.0194207260403796,4.078060068761453,-7.376219127880744,8.140428085513264
feat_132,0.24070177642199989,2.019396558674975,4.077962461188333,-8.306235153282936,7.483816198803469
feat_189,0.2533800500212023,2.019276925410596,4.077479301495669,-8.399589511930959,8.700634578497857
feat_131,0.24466505986039574,2.019200671971513,4.07717135369021,-6.370964317292811,7.729860429902442
feat_91,0.3676254807353408,2.0191991615756826,4.077165254107939,-7.188231382618026,7.716767515208233
feat_38,0.2706004898056306,2.0188337565931684,4.075689736760084,-7.9886504388715025,7.854651649026898
feat_225,0.23142401200463422,2.0188171232652796,4.075622577189098,-7.819897360529543,7.509898167163616
feat_218,0.25183364381710893,2.018727664334078,4.075261382747723,-6.642254111389308,7.757698248739613
feat_71,0.25468911055071264,2.018680261321014,4.075069997447078,-7.506525413007723,9.247996291227246
feat_58,0.4832050678087806,2.0186347870152646,4.074886403348163,-7.801344844058557,7.370959381988603
feat_99,0.23682836251470857,2.018569351373311,4.074622226303671,-8.125687238695509,8.372423832702744
feat_150,0.33017055328387157,2.0184300328701457,4.074059797592177,-6.98401533153118,7.583359113824202
feat_204,0.25857150064754353,2.0182335225142505,4.0732665514002795,-7.713589526237299,7.501058314261388
feat_130,0.23072515177609207,2.0179991597580518,4.072320608784203,-7.410018515620711,7.654687520296046
feat_18,0.21632833306595098,2.017758729121779,4.071350288947138,-7.774671403011862,7.809488219661457
feat_177,0.2431212853844193,2.0177524564471816,4.071324975498635,-8.895999992662958,8.648419028288716
feat_55,0.29670919391726175,2.0176808682082714,4.0710360859336845,-8.454447580850369,8.64034743068721
feat_77,0.2439387450717002,2.0176669374146616,4.070979870336259,-8.924157814448847,7.670497038171349
feat_106,0.23792686455489034,2.017652465883257,4.070921473084788,-7.311576622278376,7.429789428072613
feat_137,0.5085160210502793,2.017631369234537,4.0708363421192315,-7.215054485867627,7.656728054383048
feat_15,0.26694523388758196,2.017514038511994,4.070362895592974,-7.274678019976524,8.0390434995931
feat_192,0.20351462942108228,2.0174962683022595,4.070291192613543,-6.691357859059195,7.780566405618081
feat_251,0.25503095409362675,2.01714691285015,4.06888166802089,-7.185249529562682,7.644049444595355
feat_253,0.25817910637447483,2.017134960027833,4.068833446966488,-7.5601489598832625,7.495178143974336
feat_115,0.5063369163950481,2.017061777069156,4.068538212513382,-6.326163964359744,8.808564288727657
feat_79,0.21276388251459466,2.016971383443508,4.068173561630018,-9.215838607985283,8.245686559215219
feat_185,0.2556383402032341,2.016900418147096,4.067887296721931,-7.487087691252363,8.347951588953094
feat_97,0.5178090041010143,2.0166327445928642,4.066807626564148,-7.197562738169056,8.119061794923416
feat_113,0.2389214777503149,2.0165926492618014,4.06664591305673,-7.439444034557823,7.510331694477488
feat_196,0.2452415799636576,2.016392049305128,4.065836896500935,-7.178541639149088,8.10637644135944
feat_123,0.2880745899673784,2.016346756395101,4.065654242025046,-8.144069053592629,9.20834743881578
feat_234,0.22793986674019528,2.016269075897693,4.065340986421336,-7.244321005426972,8.787070017452368
feat_57,0.25428565876754455,2.016224623325935,4.0651617317058095,-7.601035467445552,7.344695109994509
feat_194,0.20177633694365826,2.0162170145181015,4.065131049632286,-7.7886113717763426,9.394153235148313
feat_46,0.48137127318110867,2.01618399511786,4.064997902169415,-7.7656881642658595,7.733258455223793
feat_8,0.25172412728782967,2.0161140837927616,4.064715998867526,-7.641999649224593,8.412583831371663
feat_24,0.2624730767912225,2.016104599278952,4.064677755233744,-7.810971905714958,8.833111603085195
feat_128,0.23667536213010254,2.0158585816296237,4.0636858211297975,-7.925404147856655,8.084222358519071
feat_188,0.2522208150864771,2.015009915967471,4.060264961447233,-7.1440641874943625,8.956132355972306
feat_5,0.286903300364516,2.0149580130828384,4.06005579448674,-6.90557601445882,8.772363577626232
feat_226,0.24695961068639208,2.014915386779545,4.0598840158809635,-7.7861789936482175,7.063567850430013
feat_223,0.26544994482568257,2.0147505848044847,4.059219918970013,-7.015941080816711,8.529764360756168
feat_154,0.25210496199073157,2.0144063503511065,4.057832944334865,-6.734147616544373,8.329943066241468
feat_98,0.2482960896211699,2.014041419927689,4.056362841184342,-7.146159608697563,7.204019653744555
feat_256,0.26373409932779024,2.0139443490303397,4.055971840991239,-8.405122936449064,7.473712556956115
feat_4,0.2478053627254515,2.0138782021446695,4.055705413073446,-8.135977277430744,9.5518105822404
feat_244,0.2456406364198145,2.01335943223654,4.053616203375842,-7.325659820571152,7.438608893442701
feat_212,0.23707987710508804,2.0132529163122306,4.053187305039701,-7.940290757972486,7.703952300138781
feat_86,0.49883780495075336,2.0131898159615162,4.052933235091163,-7.355374710755848,7.868153359101221
feat_156,0.23127880417706786,2.0129879145050102,4.05212034394323,-7.454279357140157,8.153814936693566
feat_126,0.3744530175669187,2.012868702366885,4.051640412968148,-6.627127741536198,7.308135423602058
feat_1,0.27911172250413513,2.0128369134836657,4.05151244028245,-7.828864208957786,8.249484310479076
feat_59,0.24804662821432003,2.012714675142788,4.051020363535137,-7.004196054438042,7.37838584156698
feat_169,0.5052880614911816,2.0126923771810175,4.050930605162574,-6.904532875570695,7.503162956142208
feat_62,0.25469054378910505,2.0125838199864905,4.050493632471415,-8.172354678543437,8.382842389200757
feat_3,0.24125832838115366,2.012528612786047,4.050271417282531,-7.356722972847892,8.054721371013752
feat_257,0.2683199727472778,2.012480233405564,4.050076689848113,-7.415480144196923,7.512443391940374
feat_216,0.2573716182951491,2.0120666431188132,4.04841217635141,-7.993253894205042,7.873799355651316
feat_17,0.2245891344327994,2.0118414592559604,4.0475060571811525,-6.8555061526461145,8.884439146137147
feat_187,0.2549892207361086,2.0115868127018843,4.046481505036127,-6.287448291501575,7.33435438626779
feat_19,0.24784968962355652,2.0115518874015685,4.046340995708812,-6.561767987812547,9.007864040569418
feat_252,0.5076939007956145,2.0108355389370547,4.043459564652275,-6.735304710909271,7.735608286819144
feat_258,0.2745388872323986,2.0099454729323276,4.039880804161157,-7.721742607713122,8.36010662433194
feat_175,0.2254339634950538,2.0099365756278,4.039845038046406,-7.326674300884146,8.321810671840957
feat_6,0.25197083880412313,2.009262950625127,4.037137604754792,-8.663260868359805,7.634486636507312
feat_249,0.21696168159011578,2.009076935181843,4.036390131479667,-7.730862934744713,8.800601156920408
feat_61,0.33227109069930744,2.0090711258139926,4.036366788579503,-7.307969227043135,6.9351686008631965
feat_141,0.25855370971758024,2.0090162341371176,4.036146229026485,-7.396210856350506,8.04414774546336
feat_120,0.24748809387254145,2.008951556472724,4.035886356254181,-7.139696506843868,7.575684809794456
feat_45,0.28489469527909916,2.008637760801995,4.034625654119653,-7.310975313310975,7.459744666684743
feat_36,0.2554106941258316,2.007745685643485,4.0310427382200285,-7.848047952542586,9.284781589824272
feat_146,0.25360180143754235,2.007688849883508,4.030814517946562,-7.182005689363892,7.777068801712523
feat_167,0.23983262675872033,2.007646438837376,4.030644223376397,-6.986673974947443,7.101429060834716
feat_230,0.2523651600152865,2.00754944323909,4.03025476704958,-7.149451371663543,8.202488098482949
feat_191,0.293427295017825,2.0075421808460496,4.030225607876114,-6.877883038009513,8.534410546459647
feat_102,0.2532931637410401,2.0074698649662923,4.029935258747783,-8.450406268480364,7.328085131109474
feat_30,0.22577730447768518,2.006920612267473,4.02773034394405,-7.198848226824315,7.307340010760313
feat_152,0.318283147099353,2.006911077479123,4.027692072908414,-6.969709461585643,7.196229444059979
feat_219,0.21713101200702994,2.0069065400315154,4.027673860421268,-7.455300087991199,8.661081677230014
feat_202,0.5028442689987914,2.006899404788418,4.027645220940107,-6.802257510163441,8.504554476330137
feat_78,0.24393269741035079,2.006763461457316,4.027099590240149,-7.246382295419334,7.533705936355391
feat_176,0.2484694988829043,2.0064275830134424,4.025751645877165,-7.6617927186509345,8.151083734665233
feat_201,0.25415984430273886,2.0063829898422663,4.025572701928391,-7.930378318981003,8.653220383970487
feat_211,0.26137138115355407,2.006040793270707,4.024199664266168,-6.73559445927592,7.846929873868812
feat_164,0.2755162442241784,2.0058348431033877,4.023373417807592,-6.932550108854223,8.104166552398539
feat_235,0.22785134036912105,2.0053919988476103,4.021597069042015,-8.083008577014933,8.699003430401042
feat_271,0.25183630884232594,2.0053429244730316,4.0214002447340516,-7.647652603752213,7.368627736723349
feat_221,0.22652302582966485,2.005236191746923,4.0209721846917015,-7.75398137144805,8.44898913622461
feat_242,0.2347580981350132,2.004848839576217,4.019418869550104,-7.9848439510151,7.917038052139299
feat_88,0.21280583323145147,2.004702312837696,4.018831363096809,-7.539206869305364,7.516243059290172
feat_268,0.3173505393058169,2.0040173273755557,4.016085448421466,-6.757611276203156,8.540492472246143
feat_155,0.24911303959967762,2.0038131449513927,4.015267119879991,-7.165928815800885,7.714339857486703
feat_261,0.22799463794680977,2.003480602312171,4.01393452384114,-6.9407500705393925,7.693114981336544
feat_70,0.2572919818350046,2.003308355383148,4.013244366747933,-8.600327215221064,8.728683980324657
feat_67,0.25184295096699244,2.0032761223640443,4.013115222433921,-7.620654931819925,8.514917530771841
feat_160,0.23919301679871852,2.003168472908331,4.012683930853896,-8.903834127103345,7.482017972809494
feat_74,0.24021571370752345,2.0028928741317187,4.011579865247617,-7.142077344425283,7.075653023545269
feat_80,0.25393775217861303,2.0028083456895227,4.0112412695636035,-7.284774534743507,7.798430419642346
feat_153,0.26263129240889005,2.002756231311134,4.011032522055576,-7.734692459182756,7.767583231833025
feat_7,0.2787666440262053,2.0027524679173196,4.011017447748914,-6.8973913136293,8.522384340321437
feat_76,0.2725428965587271,2.0024325737570288,4.009736212443198,-7.442421534863081,7.611335722864512
feat_95,0.2541302760641888,2.0023924847663315,4.009575663048683,-6.527756130433983,7.677400197211422
feat_116,0.22448604819187168,2.002117026467822,4.008472587672353,-7.939266884801034,7.125818522546237
feat_69,0.27645531734366496,2.001766347890146,4.0070685115454525,-6.8598285607297305,7.641283173268069
feat_127,0.23557141184983107,2.0016769958569607,4.006710795742947,-8.633323670941444,7.485959895593563
feat_180,0.2740726806050796,2.0016473949019873,4.006592293517913,-6.770952128981003,7.619876690438093
feat_100,0.26019419068489463,2.0015934966518594,4.006376525839017,-8.085314745654166,7.427339103944121
feat_179,0.25882875229525804,2.0015750901379015,4.006302841460549,-7.403447797124958,7.370435013640423
feat_64,0.2196245950378598,2.0014259870669595,4.005705981706953,-6.524530060323219,7.194368776510623
feat_222,0.28036250122359013,2.0013743799094845,4.005499408558073,-6.465228917504575,7.937783208725815
feat_208,0.23961034051693106,2.0010190525136773,4.0040772485227345,-7.412543025523231,7.830436920535845
feat_214,0.25174304658542274,2.001008139707932,4.004033575177398,-7.335141408194339,7.717208914392175
feat_241,0.2736916702537569,2.000935526983975,4.003742983146637,-7.243562144616011,7.4419567677575
feat_215,0.23001376945931942,2.0009270208506926,4.003708942770428,-7.6394235696484465,7.713530126569911
feat_110,0.24760207439922688,2.000897892041503,4.0035923743761295,-7.546520472668532,8.07280968014125
feat_22,0.23424243087235208,2.0003368651036495,4.001347573892697,-6.19580792072734,7.345450618314095
feat_96,0.2621658589657243,1.999938554772039,3.999754222863672,-6.28545170691049,7.576071390616843
feat_168,0.25313673979296936,1.9996685862607357,3.9986744548780098,-6.596629329684909,7.958506956259495
feat_264,0.25806197621444926,1.999254681560496,3.9970192817415597,-7.633414989181391,7.498867642163482
feat_21,0.26320412118003306,1.9990865324520077,3.9963469642309923,-7.771191476434571,7.857203726542583
feat_142,0.25606284167501975,1.9984714441710483,3.993888113167115,-8.18526484193618,7.764825789097091
feat_93,0.23404462084712535,1.9984060501181893,3.993626741148983,-7.056195664907774,7.445530265383307
feat_209,0.24555731025844735,1.998365546991869,3.993464859404112,-7.9069825448078515,8.870108559728068
feat_255,0.2336958278442984,1.9981900907055108,3.9927636385936975,-6.676108315242082,7.261281016620313
feat_13,0.2588728311774045,1.9970537699138937,3.9882237599272954,-7.276376335684857,6.591526767029084
feat_43,0.2860218736271753,1.9958533095656261,3.9834304333040627,-7.788025397898977,8.267340402331596
feat_217,0.23950260616209348,1.9952495130956416,3.981020619508395,-7.077912599948353,7.979238241675529
feat_207,0.2170753859033299,1.9945617556000352,3.9782765969022944,-7.527115894387928,8.116409883529732
feat_119,0.25503532281956187,1.9939453677821855,3.975818129700035,-8.034776597871808,9.311845983479984
feat_41,0.23828546048001398,1.9935316759301578,3.974168542936904,-6.9825556407434,7.818777621830159
feat_205,0.2501828377096611,1.9934189202036592,3.9737189914259226,-6.770437590877594,7.19202649644707
feat_16,0.2802210803859216,1.9931714558389755,3.972732452371261,-7.010558832377896,8.976951879983703
feat_10,0.2614353407719701,1.9926990479597426,3.9708494957396647,-7.880088022901557,8.707354525132928
feat_203,0.2629972555288379,1.991630739068232,3.966593000801472,-8.230668708315005,7.577412583248282
feat_33,0.2517384927154716,1.9906932917658238,3.962859781881451,-7.327773270865478,7.841017027834408
feat_84,0.23822236514465095,1.9906140254337492,3.9625441982535548,-7.279991608071702,8.005210801809058
feat_232,0.24473371889660347,1.9905077569624723,3.962121130527773,-8.344180517733275,8.185280619618316
feat_27,0.2735745319716134,1.989403732675673,3.9577272115839004,-8.734678490057789,7.495059670528053
feat_143,0.2369191370404473,1.989324632975892,3.9574124953646677,-7.647103064742213,6.48873894815207
feat_270,0.24376218234142197,1.9890588104574365,3.9563549514583523,-8.497704340687427,8.561919050219172
feat_44,0.2825917921499698,1.9883081637327995,3.9533693539664974,-7.089980548249806,8.064079212288451
feat_227,0.2609370007239968,1.9881094868005207,3.95257933150623,-7.582421164479133,7.969205430774447
feat_56,0.2633517042118134,1.9876126619810162,3.950604094067261,-6.779650082304737,7.078020701308668
feat_75,0.2325003800389859,1.986757751400653,3.947206362750579,-7.323718349690646,7.100508008498191
feat_72,0.2440660789525361,1.9866024499675268,3.9465892942169796,-7.54804926296666,9.593638670061411
feat_83,0.24460577350421264,1.985347480382788,3.9416046178622843,-7.355146682422835,8.996691245117761
feat_138,0.23394731478345562,1.982800627098408,3.93149832682184,-7.8560713500181665,7.456567327991401
feat_163,0.20937145010228897,1.9810747873432022,3.924657313046914,-6.880853817366,8.91599685930063
feat_9,0.21600935707920452,1.9789341802101859,3.91618048960416,-6.803029768209392,8.081464146226203
feat_25,0.23469622182616304,1.9788063598977446,3.915674609971762,-7.36730886951668,7.8171197925711
feat_159,0.28035011777512564,1.978353319177499,3.913881855500627,-7.535881050645148,8.316350929290046
feat_243,0.22896034261248568,1.9761567650637475,3.9051955601072152,-7.149561533525563,7.623489026503941
feat_147,0.27444415043942955,1.9747361079259154,3.899582695946392,-7.249808564875781,8.24630728769082
feat_37,0.4972,0.5000171614216969,0.25001716171621136,0.0,1.0
feat_263,0.5032,0.5000147612582616,0.25001476147615637,0.0,1.0
feat_266,0.4966,0.5000134411634727,0.25001344134413755,0.0,1.0
feat_136,0.5032589205383384,0.2908002583920668,0.08456479028089281,9.200531206898788e-07,0.9998704910728656
feat_50,0.5024706242526118,0.29064697884653157,0.08447566631261616,4.705702108975807e-06,0.9998748280198052
feat_34,0.503040966591578,0.28981579301143123,0.08399319387884475,6.13156094604328e-05,0.9999646523864812
feat_259,0.4965017659601722,0.28980585550917853,0.08398743388740687,0.0003105982484524,0.9999697247930348
feat_89,0.506940688802536,0.28925167206741914,0.08366652979379778,0.0002428281281355,0.9999773650964844
feat_81,0.5044548477495964,0.2892336609649244,0.08365611063517284,5.741142630133478e-05,0.999847074280016
feat_14,0.497309702702938,0.2891616857903256,0.08361448052910299,8.688688660829502e-05,0.9998719169520774
feat_157,0.50048812313252,0.288921744863794,0.08347577465513929,1.3237978566005282e-05,0.999883239011832
feat_260,0.4982439459244655,0.2888870891912511,0.08345575030139388,2.3527018768620955e-05,0.99993788835185
feat_248,0.5020191565741617,0.2884893063015279,0.08322607985033681,3.973883020225166e-05,0.999927856536106
feat_184,0.4949223295960881,0.2884180797486458,0.0831849887258962,3.830795711035062e-05,0.999726634922063
feat_108,0.4925718043705261,0.28825993142792594,0.08309378806683256,6.620964538395224e-05,0.9998845085058832
feat_68,0.49668995941844507,0.2882181718281366,0.08306971457195328,8.508369852555653e-05,0.9999115341813064
feat_60,0.4969614654965631,0.28817442613185906,0.08304449987642629,0.0001053196428087,0.9999026854733208
feat_210,0.49886535401329474,0.28774425157474887,0.08279675431431235,1.034287819567936e-05,0.9999722815127156
feat_105,0.5032746943319919,0.2877352457946546,0.0827915716725103,0.0002175213505825,0.9998753890580192
feat_193,0.5024670602590269,0.28765692014602706,0.08274650370789778,2.698817079893612e-05,0.9999719278884808
feat_165,0.498555296577625,0.2874182059992791,0.08260922513984403,1.4556136699317437e-06,0.9999800430636844
feat_254,0.5017709039228186,0.28716689811323726,0.0824648273719784,0.0002316512797126,0.9999766957125776
feat_121,0.4982740716150587,0.2870469970136266,0.08239597849454099,0.0002436106087908,0.9996993706863498
